Product_ID,Category,Unit_Cost,Current_Stock,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days,Reorder_Point,Stock_Status,Inventory_Value
SKU-C8705,Industrial,411.49,965.0,100.0,1365,Osaka Supplies,28,4165.0,Low Stock,397087.85000000003
SKU-X9145,Electronics,486.71,959.0,54.0,427,Nagoya Parts,30,2047.0,Low Stock,466754.88999999996
SKU-X4657,Industrial,335.14,1901.0,36.0,276,Hokkaido Foods,23,1104.0,Normal Stock,637101.14
SKU-B3026,Industrial,218.44,4928.0,85.0,1040,Osaka Supplies,30,3590.0,Normal Stock,1076472.32
SKU-C8711,Shipping,258.92,5393.0,97.0,714,Nagoya Parts,5,1199.0,Normal Stock,1396355.56
SKU-Z8672,Industrial,90.84,115.0,3.0,37,Osaka Supplies,17,88.0,Normal Stock,10446.6
SKU-Z5628,Home,165.63,2808.0,76.0,652,Fukuoka Logistics,7,1184.0,Normal Stock,465089.04
SKU-X8474,Food,225.72,0.0,44.0,322,Hokkaido Foods,24,1378.0,Out of Stock,0.0
SKU-C9623,Food,497.66,341.0,30.0,359,Kyoto Crafts,10,659.0,Low Stock,169702.06
SKU-C3889,Industrial,12.83,1643.0,96.0,1206,Sapporo Steel,13,2454.0,Low Stock,21079.69
SKU-Z9240,Industrial,158.98,5124.0,97.0,1001,Osaka Supplies,21,3038.0,Normal Stock,814613.5199999999
SKU-B3143,Apparel,32.01,199.0,41.0,376,Nagoya Parts,16,1032.0,Low Stock,6369.99
SKU-X8409,Office,397.59,0.0,67.0,935,Nagoya Parts,28,2811.0,Out of Stock,0.0
SKU-Y6334,Office,148.84,3863.0,82.0,762,Nagoya Parts,7,1336.0,Normal Stock,574968.92
SKU-B6442,Apparel,254.1,1067.0,36.0,368,Tokyo Electronics,21,1124.0,Low Stock,271124.7
SKU-C5785,Industrial,254.08499999999998,2189.0,64.0,752,Osaka Supplies,25,2352.0,Low Stock,556192.065
SKU-A3020,Electronics,19.93,2906.0,96.0,843,Sapporo Steel,16,2379.0,Normal Stock,57916.58
SKU-C6573,Electronics,434.19,253.0,99.0,1216,Hokkaido Foods,25,3691.0,Low Stock,109850.06999999999
SKU-Z9376,Electronics,358.02,2502.0,81.0,1100,Tokyo Electronics,18,2558.0,Low Stock,895766.0399999999
SKU-Z5800,Apparel,254.1,0.0,51.0,508,Nagoya Parts,7,865.0,Out of Stock,0.0
SKU-A8481,Electronics,235.05,1037.0,96.0,895,Osaka Supplies,9,1759.0,Low Stock,243746.85
SKU-X8590,Food,226.51,791.0,62.0,650,Nagoya Parts,26,2262.0,Low Stock,179169.41
SKU-X6286,Electronics,334.48,77.0,2.0,18,Fukuoka Logistics,17,52.0,Normal Stock,25754.960000000003
SKU-Z3987,Industrial,19.77,2099.0,53.0,402,Osaka Supplies,21,1515.0,Normal Stock,41497.229999999996
SKU-X9151,Industrial,140.11,1077.0,20.0,251,Nagoya Parts,26,771.0,Normal Stock,150898.47
SKU-Y5013,Industrial,29.96,236.0,20.0,188,Nagoya Parts,30,788.0,Low Stock,7070.56
SKU-Z7221,Shipping,258.92,67.0,2.0,20,Fukuoka Logistics,5,30.0,Normal Stock,17347.64
SKU-C8557,Industrial,137.67,3785.0,93.0,921,Kyoto Crafts,5,1386.0,Normal Stock,521080.94999999995
SKU-B7633,Apparel,58.12,3821.0,74.0,722,Fukuoka Logistics,17,1980.0,Normal Stock,222076.52
SKU-Y6216,Electronics,304.55,2619.0,44.0,429,Nagoya Parts,9,825.0,Normal Stock,797616.4500000001
SKU-A1881,Food,43.22,1041.0,34.0,251,Nagoya Parts,30,1271.0,Low Stock,44992.02
SKU-Y2771,Electronics,371.74,2515.0,47.0,580,Fukuoka Logistics,9,1003.0,Normal Stock,934926.1
SKU-B7809,Food,243.95,3719.0,81.0,1069,Fukuoka Logistics,22,2851.0,Normal Stock,907250.0499999999
SKU-C6907,Food,298.4,2617.0,92.0,1140,Osaka Supplies,8,1876.0,Normal Stock,780912.7999999999
SKU-C5791,Apparel,95.62,2443.0,62.0,438,Osaka Supplies,21,1740.0,Normal Stock,233599.66
SKU-Y4195,Shipping,134.6,44.0,3.0,24,Sapporo Steel,27,105.0,Low Stock,5922.4
SKU-B2104,Office,90.53,306.0,81.0,933,Hokkaido Foods,21,2634.0,Low Stock,27702.18
SKU-C6504,Office,82.47,0.0,29.0,343,Osaka Supplies,7,546.0,Out of Stock,0.0
SKU-X4194,Electronics,335.11,4622.0,99.0,795,Sapporo Steel,25,3270.0,Normal Stock,1548878.4200000002
SKU-X9636,Office,56.42,1957.0,93.0,1232,Kyoto Crafts,22,3278.0,Low Stock,110413.94
SKU-Z9172,Food,142.11,1282.0,47.0,434,Kyoto Crafts,7,763.0,Normal Stock,182185.02000000002
SKU-Y6790,Apparel,29.39,2267.0,,514,Nagoya Parts,13,,Normal Stock,66627.13
SKU-Z6544,Office,327.0,267.0,41.0,439,Tokyo Electronics,20,1259.0,Low Stock,87309.0
SKU-C5155,Shipping,258.92,1363.0,28.0,283,Kyoto Crafts,26,1011.0,Normal Stock,352907.96
SKU-X6414,Home,120.82,2543.0,57.0,575,Fukuoka Logistics,16,1487.0,Normal Stock,307245.26
SKU-Z8051,Home,61.65,108.0,10.0,94,Osaka Supplies,18,274.0,Low Stock,6658.2
SKU-A6294,Home,249.22,76.0,2.0,18,Tokyo Electronics,11,40.0,Normal Stock,18940.72
SKU-Y7997,Home,249.22,1343.0,46.0,627,Osaka Supplies,10,1087.0,Normal Stock,334702.46
SKU-C2881,Office,51.1,5686.0,97.0,881,Osaka Supplies,10,1851.0,Normal Stock,290554.60000000003
SKU-Y8379,Industrial,255.45,1600.0,77.0,907,Hokkaido Foods,23,2678.0,Low Stock,408720.0
SKU-C5299,Food,362.77,1305.0,50.0,372,Sapporo Steel,30,1872.0,Low Stock,473414.85
SKU-B8185,Apparel,44.28,896.0,29.0,306,Fukuoka Logistics,17,799.0,Normal Stock,39674.880000000005
SKU-Y9505,Shipping,189.79,2452.0,,995,Hokkaido Foods,10,,Normal Stock,465365.07999999996
SKU-A6303,Office,260.67,1183.0,45.0,547,Tokyo Electronics,15,1222.0,Low Stock,308372.61000000004
SKU-B5542,Food,148.77,754.0,17.0,221,Fukuoka Logistics,18,527.0,Normal Stock,112172.58
SKU-A7658,Food,105.08,552.0,25.0,328,Fukuoka Logistics,18,778.0,Low Stock,58004.159999999996
SKU-B9253,Home,353.44,0.0,77.0,756,Nagoya Parts,18,2142.0,Out of Stock,0.0
SKU-Y3396,Industrial,394.45,1409.0,25.0,256,Nagoya Parts,10,506.0,Normal Stock,555780.0499999999
SKU-X7304,Shipping,258.92,2542.0,85.0,933,Tokyo Electronics,28,3313.0,Low Stock,658174.64
SKU-Z5789,Food,332.57,2054.0,57.0,679,Hokkaido Foods,8,1135.0,Normal Stock,683098.78
SKU-Z2338,Electronics,260.41,5184.0,91.0,752,Kyoto Crafts,15,2117.0,Normal Stock,1349965.4400000002
SKU-C5985,Apparel,370.23,223.0,55.0,577,Tokyo Electronics,17,1512.0,Low Stock,82561.29000000001
SKU-X3696,Food,320.57,3745.0,71.0,542,Sapporo Steel,28,2530.0,Normal Stock,1200534.65
SKU-C1117,Shipping,357.36,3237.0,98.0,823,Hokkaido Foods,3,1117.0,Normal Stock,1156774.32
SKU-Y4554,Industrial,473.05,222.0,5.0,61,Osaka Supplies,3,76.0,Normal Stock,105017.1
SKU-B2062,Industrial,254.08499999999998,596.0,41.0,398,Fukuoka Logistics,17,1095.0,Low Stock,151434.65999999997
SKU-C4676,Shipping,439.32,482.0,72.0,892,Osaka Supplies,26,2764.0,Low Stock,211752.24
SKU-X4149,Office,415.29,880.0,68.0,653,Tokyo Electronics,16,1741.0,Low Stock,365455.2
SKU-Y3025,Shipping,85.13,1390.0,69.0,673,Kyoto Crafts,16,1777.0,Low Stock,118330.7
SKU-B6359,Food,406.39,1862.0,,557,Tokyo Electronics,24,,Normal Stock,756698.1799999999
SKU-A3930,Food,413.41,3541.0,96.0,1030,Nagoya Parts,19,2854.0,Normal Stock,1463884.81
SKU-X3478,Home,249.22,1787.0,,467,Hokkaido Foods,23,,Normal Stock,445356.14
SKU-C2403,Food,255.84,4347.0,95.0,1296,Tokyo Electronics,21,3291.0,Normal Stock,1112136.48
SKU-Z2877,Electronics,319.43,2122.0,81.0,783,Hokkaido Foods,10,1593.0,Normal Stock,677830.46
SKU-A1678,Industrial,159.39,4042.0,71.0,646,Sapporo Steel,20,2066.0,Normal Stock,644254.3799999999
SKU-Y1608,Apparel,158.53,796.0,40.0,454,Kyoto Crafts,23,1374.0,Low Stock,126189.88
SKU-Z4690,Industrial,199.9,1265.0,72.0,613,Nagoya Parts,7,1117.0,Normal Stock,252873.5
SKU-X1628,Office,114.36,2060.0,45.0,335,Nagoya Parts,12,875.0,Normal Stock,235581.6
SKU-Y7667,Shipping,127.65,190.0,,565,Nagoya Parts,4,,Normal Stock,24253.5
SKU-Z9908,Industrial,211.47,1536.0,81.0,660,Nagoya Parts,12,1632.0,Low Stock,324817.92
SKU-X4453,Electronics,413.19,527.0,76.0,798,Kyoto Crafts,15,1938.0,Low Stock,217751.13
SKU-B9938,Food,303.36,500.0,87.0,719,Kyoto Crafts,4,1067.0,Low Stock,151680.0
SKU-C8195,Home,81.62,291.0,45.0,383,Tokyo Electronics,17,1148.0,Low Stock,23751.420000000002
SKU-Y6810,Shipping,374.08,2197.0,75.0,1019,Sapporo Steel,14,2069.0,Normal Stock,821853.76
SKU-B4612,Electronics,171.74,1629.0,64.0,490,Sapporo Steel,11,1194.0,Normal Stock,279764.46
SKU-C8336,Electronics,169.82,213.0,34.0,300,Kyoto Crafts,8,572.0,Low Stock,36171.659999999996
SKU-B7784,Apparel,146.47,1900.0,48.0,422,Osaka Supplies,29,1814.0,Normal Stock,278293.0
SKU-Y1729,Food,255.46,1989.0,55.0,436,Osaka Supplies,28,1976.0,Normal Stock,508109.94
SKU-B6119,Home,240.24,2597.0,54.0,378,Sapporo Steel,12,1026.0,Normal Stock,623903.28
SKU-A3791,Shipping,258.92,427.0,46.0,383,Nagoya Parts,14,1027.0,Low Stock,110558.84000000001
SKU-B2446,Home,131.64,345.0,16.0,208,Osaka Supplies,5,288.0,Normal Stock,45415.799999999996
SKU-Z6931,Industrial,433.8,1061.0,44.0,310,Fukuoka Logistics,20,1190.0,Low Stock,460261.8
SKU-B1216,Shipping,238.05,246.0,20.0,194,Fukuoka Logistics,4,274.0,Low Stock,58560.3
SKU-Z5067,Home,237.58,538.0,58.0,506,Kyoto Crafts,16,1434.0,Low Stock,127818.04000000001
SKU-Y6500,Office,256.81,810.0,16.0,177,Sapporo Steel,27,609.0,Normal Stock,208016.1
SKU-Z3474,Office,137.9,345.0,79.0,660,Hokkaido Foods,16,1924.0,Low Stock,47575.5
SKU-X7698,Office,356.11,21.0,78.0,1072,Hokkaido Foods,24,2944.0,Low Stock,7478.31
SKU-B1520,Home,201.43,1139.0,92.0,1102,Tokyo Electronics,6,1654.0,Low Stock,229428.77000000002
SKU-Y9749,Home,103.85,4902.0,84.0,775,Fukuoka Logistics,26,2959.0,Normal Stock,509072.69999999995
SKU-X3214,Office,435.01,2441.0,77.0,658,Tokyo Electronics,25,2583.0,Low Stock,1061859.41
SKU-C5522,Industrial,447.58,3981.0,73.0,758,Nagoya Parts,14,1780.0,Normal Stock,1781815.98
SKU-A7186,Industrial,254.08499999999998,763.0,54.0,697,Kyoto Crafts,15,1507.0,Low Stock,193866.85499999998
SKU-Z3860,Industrial,158.91,2323.0,64.0,695,Fukuoka Logistics,7,1143.0,Normal Stock,369147.93
SKU-B7983,Apparel,471.67,0.0,100.0,871,Tokyo Electronics,16,2471.0,Out of Stock,0.0
SKU-Y9133,Apparel,200.37,2858.0,91.0,1028,Tokyo Electronics,4,1392.0,Normal Stock,572657.46
SKU-Y7482,Shipping,29.56,2286.0,69.0,586,Hokkaido Foods,27,2449.0,Low Stock,67574.16
SKU-X4703,Shipping,258.92,0.0,88.0,1215,Fukuoka Logistics,11,2183.0,Out of Stock,0.0
SKU-B1428,Electronics,423.53,1009.0,95.0,1107,Hokkaido Foods,28,3767.0,Low Stock,427341.76999999996
SKU-C8354,Office,359.55,257.0,68.0,769,Osaka Supplies,8,1313.0,Low Stock,92404.35
SKU-B3833,Home,229.49,4023.0,87.0,715,Osaka Supplies,11,1672.0,Normal Stock,923238.27
SKU-C9016,Industrial,149.36,0.0,83.0,630,Hokkaido Foods,28,2954.0,Out of Stock,0.0
SKU-Z3845,Apparel,377.99,1658.0,28.0,274,Hokkaido Foods,29,1086.0,Normal Stock,626707.42
SKU-Z1279,Food,459.47,2069.0,70.0,609,Sapporo Steel,4,889.0,Normal Stock,950643.43
SKU-B2893,Shipping,76.68,3856.0,81.0,1065,Sapporo Steel,27,3252.0,Normal Stock,295678.08
SKU-A7140,Apparel,292.44,99.0,34.0,242,Kyoto Crafts,12,650.0,Low Stock,28951.56
SKU-B6355,Home,425.36,585.0,56.0,457,Tokyo Electronics,15,1297.0,Low Stock,248835.6
SKU-X4714,Home,192.67,1253.0,38.0,279,Tokyo Electronics,7,545.0,Normal Stock,241415.50999999998
SKU-Y5834,Food,255.84,0.0,33.0,241,Kyoto Crafts,22,967.0,Out of Stock,0.0
SKU-A1093,Industrial,379.76,1137.0,43.0,425,Sapporo Steel,28,1629.0,Low Stock,431787.12
SKU-C2425,Shipping,258.92,308.0,47.0,388,Sapporo Steel,23,1469.0,Low Stock,79747.36
SKU-X8846,Electronics,201.44,54.0,42.0,512,Tokyo Electronics,12,1016.0,Low Stock,10877.76
SKU-A5931,Office,186.77,126.0,11.0,115,Tokyo Electronics,7,192.0,Low Stock,23533.02
SKU-Z6699,Home,492.59,2321.0,41.0,438,Kyoto Crafts,19,1217.0,Normal Stock,1143301.39
SKU-X5084,Electronics,485.55,278.0,41.0,535,Kyoto Crafts,5,740.0,Low Stock,134982.9
SKU-C6968,Food,222.6,561.0,10.0,134,Kyoto Crafts,17,304.0,Normal Stock,124878.59999999999
SKU-A7715,Shipping,163.98,1335.0,41.0,474,Osaka Supplies,18,1212.0,Normal Stock,218913.3
SKU-A9076,Shipping,233.45,1950.0,50.0,386,Tokyo Electronics,4,586.0,Normal Stock,455227.5
SKU-Z9558,Apparel,326.74,3318.0,,480,Sapporo Steel,13,,Normal Stock,1084123.32
SKU-A2045,Apparel,426.78,1657.0,95.0,1270,Sapporo Steel,7,1935.0,Low Stock,707174.46
SKU-B5766,Electronics,213.47,0.0,36.0,303,Tokyo Electronics,8,591.0,Out of Stock,0.0
SKU-X6195,Food,200.9,3056.0,56.0,448,Nagoya Parts,19,1512.0,Normal Stock,613950.4
SKU-C3069,Apparel,399.31,863.0,55.0,739,Tokyo Electronics,4,959.0,Low Stock,344604.53
SKU-Z6536,Office,122.84,1701.0,89.0,886,Fukuoka Logistics,5,1331.0,Normal Stock,208950.84
SKU-B2614,Shipping,433.77,0.0,75.0,941,Sapporo Steel,4,1241.0,Out of Stock,0.0
SKU-X2707,Home,249.22,4406.0,83.0,828,Nagoya Parts,10,1658.0,Normal Stock,1098063.32
SKU-Z1745,Apparel,270.09,3327.0,74.0,950,Kyoto Crafts,17,2208.0,Normal Stock,898589.4299999999
SKU-A5493,Electronics,338.47,1369.0,82.0,1066,Nagoya Parts,12,2050.0,Low Stock,463365.43000000005
SKU-Z8680,Home,380.73,2473.0,62.0,448,Kyoto Crafts,19,1626.0,Normal Stock,941545.29
SKU-Z8924,Industrial,163.29,1574.0,33.0,458,Sapporo Steel,9,755.0,Normal Stock,257018.46
SKU-Y8334,Food,13.84,2710.0,80.0,760,Nagoya Parts,13,1800.0,Normal Stock,37506.4
SKU-Y3509,Office,267.67,1359.0,58.0,702,Tokyo Electronics,19,1804.0,Low Stock,363763.53
SKU-A7979,Apparel,49.74,95.0,45.0,586,Tokyo Electronics,25,1711.0,Low Stock,4725.3
SKU-Z8994,Office,446.51,4631.0,79.0,567,Nagoya Parts,26,2621.0,Normal Stock,2067787.81
SKU-B2929,Shipping,169.46,160.0,18.0,236,Osaka Supplies,29,758.0,Low Stock,27113.600000000002
SKU-X3244,Food,413.16,2834.0,91.0,1167,Tokyo Electronics,14,2441.0,Normal Stock,1170895.4400000002
SKU-A5279,Electronics,143.24,977.0,23.0,240,Fukuoka Logistics,9,447.0,Normal Stock,139945.48
SKU-B2658,Apparel,362.6,22.0,2.0,22,Hokkaido Foods,17,56.0,Low Stock,7977.200000000001
SKU-A5710,Home,29.96,2889.0,85.0,790,Hokkaido Foods,24,2830.0,Normal Stock,86554.44
SKU-A6966,Food,424.95,2610.0,88.0,953,Nagoya Parts,28,3417.0,Low Stock,1109119.5
SKU-B8542,Office,229.65,1090.0,29.0,308,Hokkaido Foods,16,772.0,Normal Stock,250318.5
SKU-C2698,Electronics,444.63,0.0,10.0,86,Nagoya Parts,6,146.0,Out of Stock,0.0
SKU-X5569,Office,389.22,1946.0,37.0,443,Sapporo Steel,8,739.0,Normal Stock,757422.12
SKU-A8931,Industrial,264.24,2167.0,42.0,554,Fukuoka Logistics,18,1310.0,Normal Stock,572608.0800000001
SKU-A5072,Shipping,492.07,1213.0,46.0,502,Tokyo Electronics,19,1376.0,Low Stock,596880.91
SKU-Z4044,Home,326.5,4001.0,67.0,472,Kyoto Crafts,22,1946.0,Normal Stock,1306326.5
SKU-Y5941,Food,301.29,3473.0,72.0,900,Nagoya Parts,20,2340.0,Normal Stock,1046380.17
SKU-Y3020,Electronics,397.52,870.0,58.0,430,Fukuoka Logistics,11,1068.0,Low Stock,345842.39999999997
SKU-X1249,Electronics,457.32,2603.0,46.0,425,Hokkaido Foods,19,1299.0,Normal Stock,1190403.96
SKU-Y1449,Apparel,406.51,1017.0,73.0,844,Osaka Supplies,13,1793.0,Low Stock,413420.67
SKU-Y3719,Food,245.73,193.0,46.0,392,Osaka Supplies,14,1036.0,Low Stock,47425.89
SKU-B1545,Shipping,12.99,2835.0,53.0,525,Sapporo Steel,4,737.0,Normal Stock,36826.65
SKU-A2131,Apparel,350.0,495.0,14.0,194,Kyoto Crafts,13,376.0,Normal Stock,173250.0
SKU-B5188,Apparel,119.03,3734.0,,727,Tokyo Electronics,3,,Normal Stock,444458.02
SKU-A9822,Office,440.16,110.0,2.0,18,Fukuoka Logistics,19,56.0,Normal Stock,48417.600000000006
SKU-X5891,Home,218.64,512.0,35.0,473,Hokkaido Foods,14,963.0,Low Stock,111943.68
SKU-B1394,Food,446.1,2820.0,50.0,632,Nagoya Parts,22,1732.0,Normal Stock,1258002.0
SKU-Z1560,Office,240.96,115.0,85.0,1171,Hokkaido Foods,10,2021.0,Low Stock,27710.4
SKU-Y7789,Office,401.36,1853.0,96.0,848,Sapporo Steel,13,2096.0,Low Stock,743720.0800000001
SKU-A8327,Food,498.05,78.0,5.0,68,Hokkaido Foods,23,183.0,Low Stock,38847.9
SKU-C7878,Shipping,493.54,20.0,2.0,21,Sapporo Steel,6,33.0,Low Stock,9870.800000000001
SKU-B1580,Electronics,115.92,155.0,33.0,430,Tokyo Electronics,30,1420.0,Low Stock,17967.6
SKU-C5452,Shipping,158.12,97.0,33.0,232,Hokkaido Foods,4,364.0,Low Stock,15337.640000000001
SKU-C8568,Shipping,258.92,1220.0,38.0,460,Osaka Supplies,17,1106.0,Normal Stock,315882.4
SKU-Y3326,Industrial,201.18,455.0,18.0,165,Hokkaido Foods,5,255.0,Normal Stock,91536.90000000001
SKU-A9309,Electronics,335.46,322.0,14.0,175,Fukuoka Logistics,8,287.0,Normal Stock,108018.12
SKU-Y1368,Food,58.88,150.0,3.0,30,Fukuoka Logistics,30,120.0,Normal Stock,8832.0
SKU-X7345,Home,386.31,538.0,13.0,147,Sapporo Steel,10,277.0,Normal Stock,207834.78
SKU-A3656,Food,481.89,198.0,13.0,128,Hokkaido Foods,12,284.0,Low Stock,95414.22
SKU-Y3949,Food,157.61,955.0,86.0,928,Nagoya Parts,27,3250.0,Low Stock,150517.55000000002
SKU-Z5571,Industrial,467.1,0.0,77.0,979,Kyoto Crafts,21,2596.0,Out of Stock,0.0
SKU-C9687,Office,14.91,18.0,1.0,11,Hokkaido Foods,13,24.0,Low Stock,268.38
SKU-Y3534,Apparel,148.15,2867.0,95.0,1225,Nagoya Parts,20,3125.0,Low Stock,424746.05
SKU-X7849,Industrial,427.58,1657.0,61.0,822,Hokkaido Foods,4,1066.0,Normal Stock,708500.0599999999
SKU-Y8447,Electronics,67.76,1269.0,69.0,759,Kyoto Crafts,16,1863.0,Low Stock,85987.44
SKU-Y2337,Office,302.69,2364.0,47.0,382,Tokyo Electronics,7,711.0,Normal Stock,715559.16
SKU-Y9130,Industrial,12.67,2366.0,46.0,457,Sapporo Steel,13,1055.0,Normal Stock,29977.22
SKU-B7810,Shipping,332.48,1031.0,36.0,449,Tokyo Electronics,18,1097.0,Low Stock,342786.88
SKU-X1907,Home,498.03,492.0,96.0,684,Hokkaido Foods,14,2028.0,Low Stock,245030.75999999998
SKU-Z9818,Food,407.06,1013.0,17.0,163,Kyoto Crafts,9,316.0,Normal Stock,412351.78
SKU-C6518,Apparel,328.98,2818.0,50.0,679,Nagoya Parts,24,1879.0,Normal Stock,927065.64
SKU-Z6471,Electronics,449.76,1152.0,28.0,348,Osaka Supplies,8,572.0,Normal Stock,518123.52
SKU-B8779,Shipping,166.86,1942.0,65.0,855,Osaka Supplies,25,2480.0,Low Stock,324042.12000000005
SKU-Z7985,Industrial,16.31,2578.0,53.0,714,Kyoto Crafts,20,1774.0,Normal Stock,42047.18
SKU-B5677,Home,183.38,289.0,8.0,109,Nagoya Parts,15,229.0,Normal Stock,52996.82
SKU-Z9609,Food,142.71,241.0,14.0,139,Fukuoka Logistics,5,209.0,Normal Stock,34393.11
SKU-Z8712,Industrial,174.84,136.0,23.0,216,Fukuoka Logistics,22,722.0,Low Stock,23778.24
SKU-A8835,Apparel,254.1,407.0,9.0,75,Tokyo Electronics,26,309.0,Normal Stock,103418.7
SKU-C4796,Home,493.68,0.0,74.0,963,Sapporo Steel,27,2961.0,Out of Stock,0.0
SKU-Y6774,Office,63.32,2850.0,83.0,984,Osaka Supplies,12,1980.0,Normal Stock,180462.0
SKU-Y8571,Office,260.67,264.0,46.0,512,Tokyo Electronics,5,742.0,Low Stock,68816.88
SKU-Z1975,Food,476.27,2171.0,56.0,658,Osaka Supplies,11,1274.0,Normal Stock,1033982.1699999999
SKU-B8891,Food,339.59,1176.0,37.0,488,Sapporo Steel,12,932.0,Normal Stock,399357.83999999997
SKU-C1879,Apparel,9.82,2529.0,94.0,775,Fukuoka Logistics,28,3407.0,Low Stock,24834.780000000002
SKU-X3594,Food,474.65,407.0,43.0,407,Tokyo Electronics,17,1138.0,Low Stock,193182.55
SKU-Z9372,Home,235.6,2199.0,51.0,697,Nagoya Parts,27,2074.0,Normal Stock,518084.39999999997
SKU-Y5397,Industrial,44.23,1277.0,22.0,285,Osaka Supplies,17,659.0,Normal Stock,56481.71
SKU-Y2367,Electronics,13.92,2519.0,49.0,584,Hokkaido Foods,8,976.0,Normal Stock,35064.48
SKU-Z5615,Electronics,161.79,893.0,29.0,218,Nagoya Parts,7,421.0,Normal Stock,144478.47
SKU-A3206,Office,403.21,477.0,32.0,400,Sapporo Steel,4,528.0,Low Stock,192331.16999999998
SKU-Y7482,Home,249.22,50.0,4.0,30,Sapporo Steel,9,66.0,Low Stock,12461.0
SKU-C7051,Shipping,422.46,343.0,12.0,152,Kyoto Crafts,25,452.0,Low Stock,144903.78
SKU-A8389,Food,476.03,26.0,64.0,895,Kyoto Crafts,6,1279.0,Low Stock,12376.779999999999
SKU-B4867,Industrial,243.13,410.0,82.0,952,Osaka Supplies,30,3412.0,Low Stock,99683.3
SKU-Y3589,Industrial,474.9,81.0,87.0,1154,Fukuoka Logistics,3,1415.0,Low Stock,38466.9
SKU-X7600,Electronics,260.41,2400.0,41.0,532,Fukuoka Logistics,11,983.0,Normal Stock,624984.0000000001
SKU-A1506,Industrial,478.64,2360.0,44.0,324,Tokyo Electronics,26,1468.0,Normal Stock,1129590.4
SKU-Z7659,Electronics,482.24,2903.0,62.0,610,Sapporo Steel,28,2346.0,Normal Stock,1399942.72
SKU-X8160,Shipping,424.44,1668.0,33.0,441,Tokyo Electronics,13,870.0,Normal Stock,707965.92
SKU-C7565,Industrial,379.78,790.0,50.0,556,Hokkaido Foods,26,1856.0,Low Stock,300026.19999999995
SKU-C2734,Apparel,83.88,0.0,100.0,1049,Osaka Supplies,12,2249.0,Out of Stock,0.0
SKU-A2239,Office,337.23,1264.0,43.0,407,Kyoto Crafts,20,1267.0,Low Stock,426258.72000000003
SKU-A5303,Food,148.4,652.0,39.0,520,Nagoya Parts,7,793.0,Low Stock,96756.8
SKU-Z1307,Office,34.99,174.0,45.0,582,Osaka Supplies,29,1887.0,Low Stock,6088.26
SKU-B7729,Office,439.49,488.0,57.0,416,Hokkaido Foods,5,701.0,Low Stock,214471.12
SKU-A8295,Shipping,271.79,150.0,57.0,659,Nagoya Parts,20,1799.0,Low Stock,40768.5
SKU-Y8659,Shipping,258.92,1328.0,88.0,645,Kyoto Crafts,30,3285.0,Low Stock,343845.76
SKU-A8490,Food,480.96,4807.0,91.0,1110,Sapporo Steel,3,1383.0,Normal Stock,2311974.7199999997
SKU-C6940,Shipping,55.81,2348.0,81.0,809,Kyoto Crafts,28,3077.0,Low Stock,131041.88
SKU-B4810,Food,255.84,1939.0,34.0,286,Osaka Supplies,21,1000.0,Normal Stock,496073.76
SKU-Y8950,Office,260.67,1009.0,60.0,802,Fukuoka Logistics,25,2302.0,Low Stock,263016.03
SKU-Y5384,Industrial,345.6,0.0,81.0,1064,Hokkaido Foods,26,3170.0,Out of Stock,0.0
SKU-B6607,Industrial,399.81,199.0,,85,Kyoto Crafts,26,,Normal Stock,79562.19
SKU-A7609,Industrial,88.36,167.0,7.0,85,Nagoya Parts,10,155.0,Normal Stock,14756.12
SKU-Y2730,Food,198.76,1280.0,49.0,601,Tokyo Electronics,16,1385.0,Low Stock,254412.8
SKU-X4159,Shipping,493.5,248.0,17.0,211,Sapporo Steel,30,721.0,Low Stock,122388.0
SKU-B6344,Industrial,183.0,3892.0,71.0,991,Hokkaido Foods,15,2056.0,Normal Stock,712236.0
SKU-B9159,Electronics,420.87,448.0,26.0,297,Sapporo Steel,6,453.0,Low Stock,188549.76
SKU-C9442,Food,426.57,3279.0,97.0,1228,Fukuoka Logistics,3,1519.0,Normal Stock,1398723.03
SKU-Z7784,Electronics,269.17,3395.0,90.0,1167,Nagoya Parts,4,1527.0,Normal Stock,913832.15
SKU-A5663,Food,442.37,0.0,7.0,80,Kyoto Crafts,26,262.0,Out of Stock,0.0
SKU-Y1386,Home,230.45,2035.0,,325,Sapporo Steel,3,,Normal Stock,468965.75
SKU-A9936,Food,255.84,2016.0,62.0,525,Kyoto Crafts,27,2199.0,Low Stock,515773.44
SKU-C1043,Shipping,175.51,644.0,29.0,240,Fukuoka Logistics,7,443.0,Normal Stock,113028.43999999999
SKU-B6398,Home,236.72,398.0,12.0,151,Hokkaido Foods,18,367.0,Normal Stock,94214.56
SKU-Y2972,Office,137.28,2964.0,,473,Nagoya Parts,29,,Normal Stock,406897.92
SKU-C1683,Food,255.84,313.0,9.0,83,Nagoya Parts,29,344.0,Low Stock,80077.92
SKU-X5345,Shipping,258.92,0.0,79.0,665,Fukuoka Logistics,7,1218.0,Out of Stock,0.0
SKU-C7762,Home,249.22,1031.0,57.0,431,Kyoto Crafts,29,2084.0,Low Stock,256945.82
SKU-B6127,Office,260.67,677.0,29.0,384,Sapporo Steel,12,732.0,Low Stock,176473.59
SKU-B2376,Apparel,451.06,1466.0,,485,Hokkaido Foods,28,,Normal Stock,661253.96
