Product_ID,Category,Unit_Cost_Raw,Current_Stock_Raw,Daily_Demand_Est,Safety_Stock_Target,Vendor_Name,Lead_Time_Days
SKU-C9245,Industrial,354.31,257,86.0,711,Hokkaido Foods,21
 SKU-B8387 ,Home,260.52,1049,39.0,545,Osaka Supplies,16
SKU-X2107,Industrial,354.67,1448,44.0,372,Sapporo Steel,15
SKU-X9256,Industrial,305.65,2207,53.0,703,Kyoto Crafts,28
SKU-B1942,APPAREL,391.19,36,100.0,864,Hokkaido Foods,28
SKU-Z2373,Food,427.61,2562,55.0,751,Osaka Supplies,13
 SKU-Y8591 ,Shipping,172.81,1684,33.0,267,Nagoya Parts,21
SKU-B8812,Home,204.21,210,17.0,173,Sapporo Steel,4
SKU-A8615,Industrial,327.37,456,63.0,628,Hokkaido Foods,18
SKU-C2868,Food,419.39,725,52.0,574,Hokkaido Foods,14
SKU-B4066,Electronics,374.7,60 pcs,73.0,917,Fukuoka Logistics,11
SKU-A2170,Shipping,442.35,,98.0,699,Kyoto Crafts,5
SKU-A1539,Food,103.15,660,24.0,237,Osaka Supplies,11
 SKU-B5565 ,Industrial,219.45,9,31.0,415,Kyoto Crafts,10
SKU-B6731,Office,308.31,2977,71.0,658,Nagoya Parts,10
SKU-B9862,Industrial,84.23,1721,74.0,579,Tokyo Electronics,14
SKU-X7877,Shipping,324.71,219,22.0,223,Kyoto Crafts,23
SKU-Y7121,ELECTRONICS,362.78,1695,,845,Kyoto Crafts,29
SKU-A9939,Electronics,358.86,707,14.0,153,Nagoya Parts,8
SKU-C4902,Office,143.35,145,70.0,770,Tokyo Electronics,10
SKU-B5008,Food,25.16,2319,48.0,640,Tokyo Electronics,14
SKU-C6383,Industrial,343.06,121,5.0,42,Nagoya Parts,19
SKU-B4157,HOME,425.65,1811,51.0,685,Hokkaido Foods,7
SKU-A3069,Industrial,138.39,1847,35.0,267,Sapporo Steel,4
SKU-Y3193,Electronics,Quote Pending,288,64.0,627,Tokyo Electronics,17
SKU-Y5394,Apparel,285.35,3431,58.0,544,Tokyo Electronics,6
SKU-C4803,Apparel,68.41,904,55.0,714,Kyoto Crafts,13
SKU-B1416,Office,64.63,26,99.0,851,Kyoto Crafts,21
SKU-C2000,Home,354.05,124,9.0,85,Fukuoka Logistics,13
SKU-Y2721,Food,334.76,185,7.0,74,Fukuoka Logistics,21
SKU-Z5117,Industrial,80.9,170,12.0,126,Fukuoka Logistics,29
SKU-Y3954,Apparel,Quote Pending,174,70.0,726,Tokyo Electronics,18
SKU-B8045,Food,182.19,796,80.0,1087,Tokyo Electronics,17
SKU-C9248,Industrial,182.84,3384,68.0,728,Sapporo Steel,20
SKU-X3816,Electronics,Quote Pending,2014,51.0,529,Nagoya Parts,27
SKU-Z7115,Electronics,294.87,227,22.0,239,Sapporo Steel,30
SKU-Z7647,Home,Quote Pending,-1292,39.0,395,Sapporo Steel,9
SKU-B3662,HOME,Quote Pending,2601,,804,Hokkaido Foods,28
SKU-X7529,Electronics,$459.69,138,44.0,563,Hokkaido Foods,21
SKU-A4794,Office,Quote Pending,1291,98.0,743,Tokyo Electronics,14
SKU-A2422,Office,194.25,,1.0,11,Fukuoka Logistics,3
SKU-X2816,Apparel,211.9,209,,82,Nagoya Parts,7
SKU-Y6334,Home,90.86,933,35.0,348,Kyoto Crafts,16
SKU-B7723,Electronics,323.24,3420,80.0,705,Tokyo Electronics,16
SKU-C2905,Apparel,232.58,3221,60.0,617,Fukuoka Logistics,19
SKU-Z4414,Industrial,304.18,64,24.0,272,Hokkaido Foods,11
SKU-Y8231,Electronics,418.77,2168,64.0,725,Tokyo Electronics,8
SKU-C5368,Industrial,43.5,1031,64.0,523,Hokkaido Foods,16
SKU-Y1176,Home,437.7,,99.0,1064,Hokkaido Foods,15
SKU-B4241,Office,368.3,25,35.0,260,Kyoto Crafts,3
SKU-Z5389,HOME,198.45,1685,36.0,311,Tokyo Electronics,22
SKU-X1817,Food,423.98,461,82.0,809,Kyoto Crafts,10
SKU-X7146,Electronics,377.46,1771,84.0,1154,Osaka Supplies,16
SKU-B7621,office,451.16,,9.0,86,Sapporo Steel,25
SKU-X8788,apparel,290.55,-465,15.0,106,Fukuoka Logistics,13
SKU-C7748,Industrial,21.47,-74,5.0,42,Kyoto Crafts,11
SKU-X4456,Electronics,Quote Pending,4885,90.0,1128,Sapporo Steel,20
SKU-Y5607,Industrial,309.08,3018,99.0,1047,Tokyo Electronics,19
SKU-A7344,Shipping,106.6,2202,54.0,455,Sapporo Steel,8
SKU-X1394,Apparel,USD 160.88,107,82.0,759,Sapporo Steel,24
SKU-C7923,industrial,$383.60,2867 pcs,70.0,913,Nagoya Parts,17
SKU-Y1242,Shipping,472.04,3450,75.0,830,Fukuoka Logistics,19
SKU-X2966,Office,212.25,1939,,577,Fukuoka Logistics,27
SKU-X6045,Office,89.95,137,76.0,687,Hokkaido Foods,25
SKU-Z4889,Food,345.11,94,82.0,919,Hokkaido Foods,12
SKU-Y3943,Electronics,173.29,8,69.0,695,Osaka Supplies,11
SKU-Y5553,Apparel,126.45,328,7.0,83,Sapporo Steel,25
SKU-Y1091,Shipping,191.57,1104,83.0,738,Nagoya Parts,6
SKU-A2686,Shipping,$426.20,-4292,99.0,1095,Nagoya Parts,7
SKU-A2874,Shipping,468.77,358,20.0,197,Tokyo Electronics,17
SKU-A8442,Home,79.36,547,22.0,246,Kyoto Crafts,8
SKU-A1315,Shipping,260.59,1728 pcs,85.0,939,Fukuoka Logistics,21
SKU-A7930,Office,60.6,-1778,,1015,Nagoya Parts,6
SKU-B1274,Home,64.42,386,8.0,91,Osaka Supplies,16
SKU-Y7250,Apparel,$96.02,-1033,33.0,308,Nagoya Parts,29
SKU-Z3336,FOOD,330.53,1718,48.0,408,Fukuoka Logistics,21
 SKU-C8394 ,Shipping,409.1,3330,91.0,674,Sapporo Steel,23
SKU-B6051,ELECTRONICS,180.66,1381,90.0,1111,Hokkaido Foods,27
SKU-B7555,Industrial,139.63,470,66.0,714,Nagoya Parts,30
SKU-Z7554,Shipping,499.54,39,17.0,146,Fukuoka Logistics,15
SKU-A3119,Food,$158.65,3233,63.0,867,Osaka Supplies,24
SKU-X4023,Home,284.02,425,17.0,120,Kyoto Crafts,5
SKU-C7176,Office,454.8,712,77.0,893,Osaka Supplies,26
SKU-Z8822,Industrial,,1623,60.0,718,Kyoto Crafts,8
SKU-B1800,Office,404.7,447,78.0,989,Sapporo Steel,9
SKU-B7593,Electronics,USD 7.19,26,9.0,81,Tokyo Electronics,24
 SKU-A5996 ,apparel,332.36,219,5.0,65,Nagoya Parts,21
SKU-Z9905,Shipping,21.42,3054,79.0,851,Fukuoka Logistics,29
SKU-C1186,Food,484.96,2613,84.0,676,Osaka Supplies,10
SKU-Y2676,Office,281.56,4393,80.0,784,Hokkaido Foods,21
 SKU-Z7062 ,Shipping,70.2,39,1.0,7,Osaka Supplies,10
SKU-X6459,Shipping,380.06,3235,84.0,1126,Fukuoka Logistics,27
SKU-C2974,Apparel,,289,10.0,115,Fukuoka Logistics,22
SKU-Z3778,Electronics,495.34,1131,45.0,334,Kyoto Crafts,27
SKU-Y2162,Office,260.24,60,25.0,211,Fukuoka Logistics,12
SKU-C1001,Industrial,249.22,230 pcs,4.0,40,Hokkaido Foods,16
SKU-A8707,SHIPPING,42.73,4577,97.0,1092,Hokkaido Foods,23
SKU-B3727,INDUSTRIAL,298.58,-253,11.0,97,Osaka Supplies,11
SKU-Z2295,Apparel,404.84,1138,42.0,557,Nagoya Parts,11
SKU-X1768,Apparel,411.52,0,1.0,7,Kyoto Crafts,10
SKU-Y5526,Electronics,128.08,983,92.0,995,Sapporo Steel,28
SKU-Z1653,Home,,2874,70.0,761,Osaka Supplies,11
SKU-B7418,Food,Quote Pending,2379,44.0,335,Fukuoka Logistics,12
SKU-Z7840,Home,32.47,,25.0,280,Fukuoka Logistics,11
 SKU-X8985 ,Electronics,361.32,4644,78.0,850,Osaka Supplies,4
SKU-A9861,industrial,USD 412.05,1371,81.0,1069,Nagoya Parts,10
SKU-C9800,Food,172.56,336,7.0,65,Osaka Supplies,10
SKU-X3603,Home,160.2,3132,77.0,1026,Tokyo Electronics,18
SKU-A9713,apparel,387.42,393,82.0,1087,Nagoya Parts,27
SKU-C7901,Industrial,402.93,-1295,53.0,420,Kyoto Crafts,10
SKU-A3258,Apparel,,537,69.0,628,Kyoto Crafts,18
SKU-A6417,industrial,199.72,85 pcs,6.0,58,Tokyo Electronics,29
SKU-C1131,Office,295.95,70,,26,Osaka Supplies,21
SKU-C3216,Electronics,134.83,966,21.0,248,Osaka Supplies,17
SKU-Y4058,Shipping,29.52,237,92.0,987,Tokyo Electronics,30
SKU-C5223,Industrial,490.83,199,76.0,1038,Hokkaido Foods,12
SKU-Y2483,Electronics,Quote Pending,2367,72.0,564,Osaka Supplies,15
SKU-C7523,Shipping,434.14,1713,,967,Fukuoka Logistics,6
SKU-X2680,Industrial,Quote Pending,73,40.0,431,Kyoto Crafts,3
SKU-A3147,Home,,197,9.0,86,Hokkaido Foods,5
SKU-Z2477,Shipping,Quote Pending,853,41.0,408,Kyoto Crafts,17
SKU-Y6347,Food,285.75,464,8.0,95,Kyoto Crafts,26
SKU-X1891,Food,232.82,354,74.0,1001,Nagoya Parts,23
SKU-C7629,Office,217.69,1661,50.0,659,Fukuoka Logistics,9
SKU-X9961,Electronics,344.9,407 pcs,7.0,86,Hokkaido Foods,26
SKU-A2642,Office,86.15,2287,78.0,742,Fukuoka Logistics,9
SKU-Z3183,Home,499.15,124,52.0,469,Osaka Supplies,30
SKU-X7161,Office,298.9,632,24.0,211,Sapporo Steel,10
SKU-B1765,HOME,344.58,45,3.0,33,Fukuoka Logistics,3
SKU-B5864,Shipping,39.95,4055,76.0,811,Nagoya Parts,3
SKU-C6604,Home,33.5,1943,,528,Kyoto Crafts,22
SKU-X5658,Home,USD 338.35,622,24.0,297,Fukuoka Logistics,23
 SKU-B2235 ,Shipping,255.58,-120,5.0,68,Nagoya Parts,12
SKU-A4900,Shipping,$22.10,2957,79.0,726,Sapporo Steel,28
SKU-Z5874,Apparel,70.48,2593,64.0,569,Tokyo Electronics,30
SKU-B7082,Office,421.72,46,56.0,717,Tokyo Electronics,4
SKU-X5298,Shipping,40.13,1398,74.0,749,Nagoya Parts,18
SKU-Y8936,APPAREL,420.13,5445,91.0,813,Osaka Supplies,28
SKU-C6137,Electronics,144.64,1120,90.0,1134,Sapporo Steel,29
SKU-Y5214,Shipping,69.73,738,21.0,252,Tokyo Electronics,20
SKU-Y6561,Home,13.06,3699,90.0,676,Hokkaido Foods,16
SKU-Y9700,Apparel,469.83,2081,39.0,320,Hokkaido Foods,23
SKU-Y9211,Office,454.95,536,17.0,143,Fukuoka Logistics,20
SKU-X9555,Electronics,350.28,4079,94.0,789,Kyoto Crafts,21
SKU-C7412,Electronics,Quote Pending,1757,66.0,659,Sapporo Steel,11
SKU-A8287,Home,200.51,521,16.0,117,Fukuoka Logistics,21
SKU-C6838,Food,227.56,1083,65.0,639,Nagoya Parts,18
SKU-X6768,Electronics,131.11,23,56.0,499,Fukuoka Logistics,15
SKU-B5770,Apparel,181.92,827,54.0,522,Tokyo Electronics,6
 SKU-Y8738 ,Food,76.14,634,26.0,218,Tokyo Electronics,20
SKU-A2040,Shipping,479.37,2804,53.0,442,Tokyo Electronics,12
SKU-B1740,INDUSTRIAL,169.73,309,7.0,75,Nagoya Parts,10
SKU-A8098,Apparel,USD 412.72,3176,61.0,681,Tokyo Electronics,29
SKU-Y5402,Electronics,184.48,62,79.0,702,Fukuoka Logistics,13
 SKU-X5901 ,Office,288.65,3660,64.0,734,Tokyo Electronics,21
SKU-A3299,Apparel,5.54,1491,92.0,1041,Kyoto Crafts,23
SKU-Y3292,food,143.78,151,3.0,30,Osaka Supplies,7
SKU-X6940,Office,478.06,60,15.0,173,Hokkaido Foods,16
SKU-Y9552,Industrial,68.92,3001,78.0,720,Nagoya Parts,30
SKU-B4600,Home,20.41,2732,83.0,790,Kyoto Crafts,25
SKU-Y4437,Electronics,491.18,575,25.0,297,Sapporo Steel,8
SKU-A9677,Industrial,49.71,1238,70.0,735,Sapporo Steel,7
SKU-Y1383,Shipping,121.61,-779,59.0,712,Fukuoka Logistics,18
SKU-B4735,Shipping,414.62,390,8.0,58,Nagoya Parts,27
SKU-Z8340,Electronics,444.84,2126,36.0,456,Nagoya Parts,21
SKU-C4318,Office,43.31,2879,70.0,754,Osaka Supplies,29
SKU-X1951,Office,154.74,3017,66.0,918,Osaka Supplies,23
SKU-X7734,home,USD 16.31,822,20.0,274,Osaka Supplies,15
SKU-Z1456,Apparel,170.2,581,12.0,129,Sapporo Steel,6
SKU-Z2610,Office,71.24,,4.0,46,Sapporo Steel,15
SKU-X3161,Home,390.77,1767,76.0,827,Kyoto Crafts,22
SKU-X5977,Office,461.05,84,32.0,383,Kyoto Crafts,18
SKU-B4129,Food,346.81,53,2.0,25,Hokkaido Foods,26
SKU-C6394,Food,26.14,4016,99.0,913,Nagoya Parts,4
SKU-Z4647,Office,$356.90,672 pcs,36.0,318,Hokkaido Foods,19
SKU-A2677,Industrial,USD 468.42,4237,83.0,1041,Fukuoka Logistics,9
SKU-Y2223,Apparel,USD 293.48,1540,57.0,749,Tokyo Electronics,17
SKU-Z5374,Food,258.63,964,34.0,336,Kyoto Crafts,28
SKU-X5885,Industrial,37.86,1030,28.0,379,Tokyo Electronics,18
SKU-X6997,Shipping,458.91,3092,77.0,1029,Nagoya Parts,24
SKU-Z1618,Home,415.78,2378,43.0,469,Osaka Supplies,24
 SKU-X7108 ,Electronics,176.74,1410,95.0,834,Osaka Supplies,16
SKU-X8715,Apparel,$197.44,4190,94.0,738,Hokkaido Foods,21
SKU-Y2882,SHIPPING,223.77,426,44.0,312,Tokyo Electronics,8
SKU-A4734,Industrial,153.43,835,36.0,420,Sapporo Steel,4
SKU-C1423,Apparel,297.79,2990,,1210,Fukuoka Logistics,12
SKU-B7959,Industrial,USD 177.20,4181,96.0,691,Nagoya Parts,21
SKU-X8531,Electronics,374.4,3086,54.0,534,Osaka Supplies,3
SKU-A3202,Industrial,$419.95,1057,18.0,211,Sapporo Steel,11
SKU-X4616,Shipping,182.25,2703,95.0,675,Kyoto Crafts,17
SKU-C5813,Electronics,86.28,672,32.0,398,Osaka Supplies,17
SKU-X1860,Electronics,194.95,1434,63.0,772,Osaka Supplies,5
SKU-Y6486,Food,$380.18,3371,,678,Osaka Supplies,15
SKU-Y6298,Electronics,372.76,1879,43.0,404,Fukuoka Logistics,9
SKU-Y7542,Shipping,$94.38,3,69.0,593,Fukuoka Logistics,18
SKU-Z2371,Food,243.69,669,75.0,960,Nagoya Parts,5
SKU-C4500,Electronics,438.05,69 pcs,2.0,18,Fukuoka Logistics,12
SKU-Z9656,Industrial,Quote Pending,334 pcs,8.0,61,Hokkaido Foods,18
SKU-A5098,HOME,243.28,,53.0,434,Kyoto Crafts,28
SKU-Z9593,Food,,2164,43.0,530,Kyoto Crafts,16
SKU-Z4242,Home,$362.14,516,48.0,652,Sapporo Steel,26
SKU-Y8073,Industrial,USD 488.52,4859,89.0,1210,Hokkaido Foods,3
SKU-C3513,Electronics,,22,5.0,38,Kyoto Crafts,13
SKU-B4371,industrial,262.06,139,17.0,135,Nagoya Parts,4
SKU-C7189,HOME,18.63,3863,85.0,1034,Nagoya Parts,30
SKU-B3855,Food,260.93,142,15.0,188,Fukuoka Logistics,26
SKU-B5985,Home,202.87,3619,99.0,1250,Osaka Supplies,16
SKU-B1893,Apparel,293.75,2070,46.0,401,Sapporo Steel,23
SKU-Y6906,Home,238.59,1502,30.0,284,Osaka Supplies,5
SKU-C2086,Food,383.2,1109,50.0,686,Kyoto Crafts,10
SKU-C8745,Industrial,113.49,2177,52.0,673,Hokkaido Foods,8
SKU-X6206,Apparel,172.34,2978,72.0,796,Fukuoka Logistics,16
SKU-B3524,Food,439.33,2119,91.0,1117,Fukuoka Logistics,21
SKU-Z7854,Home,314.52,369,29.0,268,Nagoya Parts,24
SKU-A7765,Industrial,199.68,2341,69.0,554,Tokyo Electronics,21
SKU-A7803,Electronics,Quote Pending,434,,1185,Hokkaido Foods,15
 SKU-A9144 ,Industrial,$239.62,2031,49.0,363,Fukuoka Logistics,27
SKU-X1312,Office,Quote Pending,254,36.0,396,Fukuoka Logistics,6
SKU-X7502,Home,323.01,1130,19.0,232,Hokkaido Foods,23
SKU-B2783,shipping,375.29,2648,75.0,976,Fukuoka Logistics,12
SKU-A3974,Apparel,352.75,1701,50.0,601,Kyoto Crafts,5
SKU-B4579,Food,,116,5.0,38,Fukuoka Logistics,8
SKU-Y5458,Apparel,21.77,1317,97.0,734,Osaka Supplies,11
SKU-B5483,Office,54.69,196,6.0,76,Sapporo Steel,25
SKU-B1617,Electronics,454.81,7 pcs,,92,Hokkaido Foods,12
SKU-C3646,Electronics,267.17,2999 pcs,54.0,700,Fukuoka Logistics,15
SKU-A5037,Food,65.39,2981,99.0,831,Fukuoka Logistics,26
SKU-C4235,Electronics,$35.38,2497,62.0,679,Kyoto Crafts,18
SKU-A6307,Industrial,53.95,4269,90.0,1186,Kyoto Crafts,6
SKU-A3217,Food,$336.16,55,1.0,8,Kyoto Crafts,20
SKU-Z5900,Food,454.78,5018,90.0,677,Fukuoka Logistics,9
SKU-X4072,Office,123.23,420,11.0,79,Tokyo Electronics,12
SKU-C3774,Home,Quote Pending,,45.0,404,Nagoya Parts,25
SKU-X4039,Shipping,206.23,667,,419,Tokyo Electronics,13
SKU-Z6952,Food,361.73,251,9.0,121,Kyoto Crafts,20
SKU-X5625,Office,491.08,269,77.0,658,Osaka Supplies,14
SKU-Z7584,Home,185.21,568,65.0,589,Hokkaido Foods,8
SKU-Z6924,shipping,17.82,1400,49.0,642,Hokkaido Foods,24
SKU-X9343,Apparel,,1428,34.0,247,Kyoto Crafts,17
SKU-X7703,Office,,1688,35.0,487,Osaka Supplies,6
SKU-Z2823,Electronics,Quote Pending,-1169,85.0,690,Hokkaido Foods,20
 SKU-C3548 ,Office,182.17,1390,78.0,868,Fukuoka Logistics,3
SKU-A4738,Food,55.38,312,15.0,203,Sapporo Steel,3
SKU-X3385,Home,323.35,3764,76.0,601,Sapporo Steel,28
 SKU-X1670 ,Office,234.86,1723,31.0,223,Sapporo Steel,3
SKU-Z6397,Home,43.21,325,43.0,563,Hokkaido Foods,27
SKU-X8440,Food,442.47,-178,17.0,184,Nagoya Parts,23
SKU-C9154,Office,USD 356.63,54,4.0,46,Nagoya Parts,20
SKU-Z8284,Food,411.9,42,52.0,581,Fukuoka Logistics,29
SKU-Y6014,apparel,15.32,,98.0,876,Sapporo Steel,26
SKU-B9516,Office,273.89,87,2.0,19,Sapporo Steel,15
SKU-A2359,Shipping,76.23,,54.0,413,Hokkaido Foods,24
SKU-Z1335,Office,101.25,3424,93.0,910,Hokkaido Foods,23
SKU-B6293,Industrial,9.53,-533,,433,Sapporo Steel,7
SKU-A8444,Apparel,157.37,1376,93.0,866,Fukuoka Logistics,30
SKU-Y1471,Shipping,417.88,65,73.0,924,Fukuoka Logistics,11
SKU-B6536,Apparel,USD 149.10,1221,,324,Osaka Supplies,13
SKU-A3290,office,USD 199.19,484,89.0,1007,Kyoto Crafts,8
SKU-X8602,Office,Quote Pending,231,16.0,152,Sapporo Steel,8
SKU-X4625,Home,180.7,36,5.0,68,Sapporo Steel,10
SKU-A4030,Home,211.9,548,86.0,954,Tokyo Electronics,10
SKU-Y2012,electronics,324.83,933,24.0,287,Tokyo Electronics,16
SKU-X2048,Office,USD 187.39,-3359,77.0,705,Nagoya Parts,21
SKU-C4558,Home,120.99,1406,50.0,577,Nagoya Parts,28
SKU-B8273,Electronics,USD 371.34,3587 pcs,79.0,716,Sapporo Steel,9
SKU-X8010,Shipping,USD 216.87,316,8.0,75,Nagoya Parts,23
SKU-A6261,Shipping,32.2,3678,85.0,639,Osaka Supplies,4
SKU-Z8238,Electronics,316.45,760,62.0,708,Kyoto Crafts,10
SKU-A3261,Shipping,$319.70,2860,93.0,836,Sapporo Steel,16
SKU-B1353,Electronics,469.79,646,32.0,325,Tokyo Electronics,10
SKU-Z2198,Home,USD 133.53,1691,45.0,503,Fukuoka Logistics,30
SKU-Z5224,Electronics,331.26,775,26.0,327,Kyoto Crafts,13
SKU-A2544,Electronics,Quote Pending,192,4.0,50,Sapporo Steel,8
SKU-B7042,Electronics,76.53,454,24.0,334,Sapporo Steel,14
SKU-X6144,Industrial,308.73,1403,53.0,467,Kyoto Crafts,12
SKU-C2971,Electronics,206.36,1035,18.0,165,Hokkaido Foods,21
SKU-A3342,Industrial,31.85,2432,54.0,667,Nagoya Parts,16
SKU-Y8222,Office,111.68,4574,88.0,1156,Sapporo Steel,5
SKU-A4048,Home,101.96,-3778,64.0,654,Sapporo Steel,25
SKU-X8596,industrial,USD 189.92,2634,67.0,605,Fukuoka Logistics,17
SKU-B4981,Home,324.33,1111,20.0,237,Kyoto Crafts,25
SKU-Z8295,Electronics,102.58,-683,81.0,691,Kyoto Crafts,30
SKU-B3482,Electronics,USD 474.83,302,7.0,92,Sapporo Steel,19
SKU-Y4334,Home,110.2,1325,58.0,680,Sapporo Steel,28
SKU-Z2405,Apparel,193.69,-653,43.0,493,Fukuoka Logistics,12
SKU-X5586,Office,417.8,131,15.0,196,Nagoya Parts,22
SKU-Z1014,Electronics,449.97,1083,38.0,370,Tokyo Electronics,28
SKU-A4551,Office,257.24,3617,82.0,1008,Nagoya Parts,12
SKU-X7307,Office,42.54,320,28.0,359,Hokkaido Foods,23
SKU-C9285,Electronics,25.82,4537,82.0,580,Fukuoka Logistics,19
SKU-Y5296,Electronics,481.22,4158,78.0,566,Tokyo Electronics,28
SKU-Z4345,Shipping,55.9,371,12.0,92,Nagoya Parts,15
SKU-X7314,Shipping,,3665,,979,Hokkaido Foods,8
SKU-Y4397,Food,131.51,2928,83.0,894,Fukuoka Logistics,16
SKU-B9342,Home,,294,52.0,604,Hokkaido Foods,27
SKU-C7968,SHIPPING,Quote Pending,1417,27.0,189,Osaka Supplies,9
SKU-X8045,Office,Quote Pending,121,29.0,254,Osaka Supplies,14
SKU-C7987,Electronics,7.19,799,70.0,718,Fukuoka Logistics,3
SKU-Z8482,Industrial,115.76,5244,92.0,1187,Sapporo Steel,28
SKU-Y5792,Home,$68.49,2842,94.0,974,Hokkaido Foods,15
SKU-A1787,Industrial,359.58,637,36.0,287,Fukuoka Logistics,12
SKU-Z8324,Shipping,USD 379.91,5159,92.0,1225,Tokyo Electronics,24
SKU-C7533,Shipping,Quote Pending,1389,,276,Sapporo Steel,24
SKU-Y7007,Home,468.4,2189,37.0,503,Fukuoka Logistics,15
SKU-B3083,industrial,291.83,5786,98.0,863,Tokyo Electronics,25
SKU-A6481,Shipping,$322.07,850,15.0,113,Sapporo Steel,4
SKU-X1146,Electronics,21.18,1784,52.0,490,Osaka Supplies,9
SKU-B4615,Food,256.26,2715,92.0,777,Hokkaido Foods,5
SKU-C7298,Home,Quote Pending,1231,53.0,736,Nagoya Parts,12
SKU-X3272,Industrial,206.8,1462,47.0,377,Nagoya Parts,12
SKU-Z9160,Apparel,148.6,248,6.0,76,Fukuoka Logistics,26
SKU-Z7176,Industrial,163.22,3491,76.0,544,Tokyo Electronics,11
SKU-Z1934,Apparel,364.12,782,31.0,286,Nagoya Parts,23
SKU-A2464,Electronics,362.58,3742,76.0,559,Tokyo Electronics,21
SKU-C9711,Electronics,265.73,1713,30.0,280,Fukuoka Logistics,5
SKU-Y4770,Electronics,354.61,2089,82.0,828,Hokkaido Foods,10
SKU-A3299,Home,319.42,3429,67.0,500,Nagoya Parts,30
SKU-X1061,industrial,Quote Pending,1441,29.0,217,Hokkaido Foods,5
SKU-Y8088,Shipping,304.31,4697,80.0,842,Fukuoka Logistics,6
SKU-B8772,Shipping,432.44,3627 pcs,83.0,597,Nagoya Parts,15
SKU-X3052,Apparel,273.63,396 pcs,28.0,276,Osaka Supplies,20
SKU-Z3645,Shipping,,544,21.0,174,Kyoto Crafts,17
SKU-Z7505,Electronics,494.81,1386,42.0,343,Kyoto Crafts,23
SKU-Y4962,Industrial,284.97,286,14.0,111,Hokkaido Foods,18
SKU-C1408,Office,98.04,3205,72.0,690,Sapporo Steel,3
SKU-X2791,Industrial,168.18,2435,71.0,786,Kyoto Crafts,29
SKU-A9755,OFFICE,,277,15.0,193,Kyoto Crafts,16
SKU-C3964,Office,282.78,1750,,595,Kyoto Crafts,4
SKU-A3456,Food,11.53,-4161,83.0,875,Nagoya Parts,4
 SKU-Y6646 ,Home,Quote Pending,,25.0,246,Fukuoka Logistics,6
SKU-X4204,Electronics,407.13,898,23.0,306,Fukuoka Logistics,16
SKU-Z5723,Electronics,405.44,2651,64.0,844,Nagoya Parts,28
SKU-X9127,Food,361.58,3313,70.0,932,Tokyo Electronics,14
SKU-C7239,Apparel,448.68,1733,69.0,803,Kyoto Crafts,30
SKU-Y4746,Apparel,329.18,2820,55.0,627,Hokkaido Foods,29
SKU-B1480,Industrial,Quote Pending,1723,61.0,582,Nagoya Parts,19
SKU-Y4578,Apparel,326.17,,,339,Sapporo Steel,16
SKU-Z6006,Food,34.49,,93.0,671,Sapporo Steel,11
SKU-B4213,Office,349.99,2569,58.0,498,Tokyo Electronics,7
 SKU-Z1078 ,Home,USD 463.06,180,,89,Osaka Supplies,14
SKU-C1379,Apparel,479.91,267,13.0,119,Fukuoka Logistics,5
SKU-B4666,Industrial,USD 312.12,462,98.0,912,Kyoto Crafts,26
SKU-C3733,Shipping,Quote Pending,527,59.0,750,Hokkaido Foods,16
SKU-A9578,Food,115.61,1015,25.0,271,Kyoto Crafts,14
SKU-Y2324,Office,165.47,595,11.0,113,Fukuoka Logistics,12
SKU-A7846,Home,97.31,167,14.0,138,Kyoto Crafts,17
SKU-X7136,Shipping,362.35,2450,96.0,784,Nagoya Parts,6
SKU-Z8242,SHIPPING,11.99,2034,80.0,1082,Fukuoka Logistics,10
SKU-C2208,Shipping,249.57,15,8.0,73,Nagoya Parts,13
SKU-Z7861,Shipping,339.97,742,13.0,177,Fukuoka Logistics,9
SKU-A6055,Office,425.85,468,,139,Hokkaido Foods,4
SKU-Z3371,Office,393.79,474,31.0,240,Fukuoka Logistics,18
SKU-A6426,Food,17.02,430,37.0,421,Osaka Supplies,5
SKU-C4686,Industrial,443.87,827,88.0,1018,Tokyo Electronics,21
SKU-Z2879,apparel,304.45,2879,50.0,666,Kyoto Crafts,28
SKU-Y2366,APPAREL,366.92,2338,63.0,541,Tokyo Electronics,8
SKU-Z8544,Shipping,244.6,813,99.0,711,Sapporo Steel,19
 SKU-Z2326 ,Food,102.27,101,33.0,294,Sapporo Steel,28
SKU-B9099,Office,21.94,520,28.0,341,Osaka Supplies,14
SKU-A4895,Apparel,28.52,86,2.0,22,Sapporo Steel,9
SKU-Y3395,Home,214.86,294 pcs,65.0,498,Sapporo Steel,10
SKU-C2640,home,Quote Pending,149,8.0,61,Fukuoka Logistics,7
SKU-Y4227,Apparel,43.01,-3043,97.0,1135,Nagoya Parts,26
SKU-Z2408,Apparel,242.05,1152,32.0,389,Nagoya Parts,17
SKU-A1700,Electronics,69.05,197,33.0,392,Hokkaido Foods,4
SKU-C1451,industrial,337.29,843,78.0,721,Nagoya Parts,17
SKU-C5979,Food,USD 467.70,459,54.0,606,Hokkaido Foods,15
SKU-A4871,Shipping,368.51,608,15.0,177,Kyoto Crafts,19
SKU-B7581,Industrial,193.93,1312,100.0,1008,Sapporo Steel,3
SKU-Y8828,Apparel,412.47,50,6.0,48,Hokkaido Foods,24
SKU-C5868,INDUSTRIAL,443.44,282,23.0,240,Kyoto Crafts,9
SKU-C3852,Apparel,55.62,326,24.0,217,Nagoya Parts,22
